uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy,publicationDate,release
3322d1cb-8e99-4229-8951-5c19b41e14ef,STER_028.basePlot.brd,D10,STER,STER_028,distributed,21,cultivatedCrops,40.473273,-103.018333,WGS84,20.2,1359.6,0.3,2018-05-20T12:05:00Z,NA,NA,STER_028.21.2018-05-20T06:05-06:00[US/Mountain],100,50,38,67,agriculture/rural,7,2,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
bd89cf8b-08a6-4ff0-a576-5f89eea3494b,STER_033.basePlot.brd,D10,STER,STER_033,distributed,21,cultivatedCrops,40.47639,-103.011866,WGS84,20.1,1356.6,0.2,2018-05-20T12:31:00Z,NA,NA,STER_033.21.2018-05-20T06:31-06:00[US/Mountain],100,50,38,67,agriculture/rural,7,1,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
60bc6a8e-275b-4c87-ad3d-d43205d88ff6,STER_029.basePlot.brd,D10,STER,STER_029,distributed,21,cultivatedCrops,40.468561,-103.011749,WGS84,20.1,1353.3,0.3,2018-05-20T13:00:00Z,NA,NA,STER_029.21.2018-05-20T07:00-06:00[US/Mountain],100,50,38,67,agriculture/rural,7,4,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
a7e07806-532f-4406-90fa-3ddda9cce003,STER_005.basePlot.brd,D10,STER,STER_005,distributed,21,cultivatedCrops,40.460659,-103.033324,WGS84,20.1,1363.6,0.1,2018-05-20T13:34:00Z,NA,NA,STER_005.21.2018-05-20T07:34-06:00[US/Mountain],100,50,38,67,agriculture/rural,10,2,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
1fa2834a-95d2-44e3-911a-c39ea0764766,STER_006.basePlot.brd,D10,STER,STER_006,distributed,21,cultivatedCrops,40.463935,-103.035332,WGS84,20.1,1361.2,0.1,2018-05-20T13:52:00Z,NA,NA,STER_006.21.2018-05-20T07:52-06:00[US/Mountain],100,50,38,67,agriculture/rural,11,3,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
2b8edac7-facc-463e-b1c0-046ddfc3f603,STER_032.basePlot.brd,D10,STER,STER_032,distributed,21,cultivatedCrops,40.472029,-103.025102,WGS84,20.1,1362.6,0.1,2018-05-20T14:28:00Z,NA,NA,STER_032.21.2018-05-20T08:28-06:00[US/Mountain],100,50,38,67,agriculture/rural,11,2,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
15a406df-7661-402c-8179-d348c9473ed6,STER_026.basePlot.brd,D10,STER,STER_026,distributed,21,cultivatedCrops,40.474713,-103.0243,WGS84,20.2,1360.8,0.3,2018-05-20T14:44:00Z,NA,NA,STER_026.21.2018-05-20T08:44-06:00[US/Mountain],100,50,38,67,agriculture/rural,11,3,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
48ba587d-9c57-4e91-afb1-d7853f1b9bcd,STER_027.basePlot.brd,D10,STER,STER_027,distributed,21,cultivatedCrops,40.480827,-103.018821,WGS84,20.1,1368.4,0.3,2018-05-20T15:13:00Z,NA,NA,STER_027.21.2018-05-20T09:13-06:00[US/Mountain],100,50,38,67,agriculture/rural,12,3,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
b93f9a6c-f329-41eb-82d1-22a883340c57,STER_027.basePlot.brd,D10,STER,STER_027,distributed,21,cultivatedCrops,40.480827,-103.018821,WGS84,20.1,1368.4,0.3,2018-05-21T11:12:00Z,NA,NA,STER_027.21.2018-05-21T05:12-06:00[US/Mountain],100,80,92,84,agriculture/rural,9,6,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
d8f7cd97-003a-4275-b149-25f4a47e5e75,STER_026.basePlot.brd,D10,STER,STER_026,distributed,21,cultivatedCrops,40.474713,-103.0243,WGS84,20.2,1360.8,0.3,2018-05-21T11:39:00Z,NA,NA,STER_026.21.2018-05-21T05:39-06:00[US/Mountain],100,80,92,84,agriculture/rural,10,8,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
5af606b8-5e6b-4895-b7b1-cc6cd25130fc,STER_028.basePlot.brd,D10,STER,STER_028,distributed,21,cultivatedCrops,40.473273,-103.018333,WGS84,20.2,1359.6,0.3,2018-05-21T12:01:00Z,NA,NA,STER_028.21.2018-05-21T06:01-06:00[US/Mountain],100,80,92,84,agriculture/rural,10,6,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
fdac4f0f-e179-4614-973f-64767087c45d,STER_032.basePlot.brd,D10,STER,STER_032,distributed,21,cultivatedCrops,40.472029,-103.025102,WGS84,20.1,1362.6,0.1,2018-05-21T12:24:00Z,NA,NA,STER_032.21.2018-05-21T06:24-06:00[US/Mountain],100,80,92,84,agriculture/rural,11,3,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
f9ae615e-d020-4e92-a31a-0a94b99c3364,STER_035.basePlot.brd,D10,STER,STER_035,distributed,21,cultivatedCrops,40.469719,-103.016662,WGS84,20.1,1362.2,0.1,2018-05-21T12:53:00Z,NA,NA,STER_035.21.2018-05-21T06:53-06:00[US/Mountain],100,80,92,84,agriculture/rural,11,9,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
d117f71a-b7f6-4c5d-ae9c-82a0331bc56d,STER_029.basePlot.brd,D10,STER,STER_029,distributed,21,cultivatedCrops,40.468561,-103.011749,WGS84,20.1,1353.3,0.3,2018-05-21T13:11:00Z,NA,NA,STER_029.21.2018-05-21T07:11-06:00[US/Mountain],100,80,92,84,agriculture/rural,11,10,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
96f37ba8-cc98-4c1c-a723-d178ca8c88f5,STER_033.basePlot.brd,D10,STER,STER_033,distributed,21,cultivatedCrops,40.47639,-103.011866,WGS84,20.1,1356.6,0.2,2018-05-21T13:43:00Z,NA,NA,STER_033.21.2018-05-21T07:43-06:00[US/Mountain],100,80,92,84,agriculture/rural,12,7,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
bf45a5ea-3182-4686-8d8a-9cfb01f1654f,STER_006.basePlot.brd,D10,STER,STER_006,distributed,21,cultivatedCrops,40.463935,-103.035332,WGS84,20.1,1361.2,0.1,2018-05-21T14:21:00Z,NA,NA,STER_006.21.2018-05-21T08:21-06:00[US/Mountain],100,80,92,84,agriculture/rural,12,7,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
f3f1057e-fea5-447b-91e7-80bb071a107a,STER_005.basePlot.brd,D10,STER,STER_005,distributed,21,cultivatedCrops,40.460659,-103.033324,WGS84,20.1,1363.6,0.1,2018-05-21T14:39:00Z,NA,NA,STER_005.21.2018-05-21T08:39-06:00[US/Mountain],100,80,92,84,agriculture/rural,13,7,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,TWALK,20201223T141810Z,RELEASE-2021
b88c60d8-89ce-49f0-a2ab-b0bbd4cda1ff,STER_005.basePlot.brd,D10,STER,STER_005,distributed,21,cultivatedCrops,40.460659,-103.033324,WGS84,20.1,1363.6,0.1,2019-05-31T11:22:00Z,NA,NA,STER_005.21.2019-05-31T05:22-06:00[US/Mountain],10,5,73,62,agriculture/rural,8,0,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141731Z,RELEASE-2021
c39eb613-eecc-4871-ae24-ee08b4709e2f,STER_006.basePlot.brd,D10,STER,STER_006,distributed,21,cultivatedCrops,40.463935,-103.035332,WGS84,20.1,1361.2,0.1,2019-05-31T11:34:00Z,NA,NA,STER_006.21.2019-05-31T05:34-06:00[US/Mountain],10,5,73,62,agriculture/rural,7,0,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141731Z,RELEASE-2021
6ec1cbe0-a3e0-47f3-8f4f-800a8ea947b4,STER_032.basePlot.brd,D10,STER,STER_032,distributed,21,cultivatedCrops,40.472029,-103.025102,WGS84,20.1,1362.6,0.1,2019-05-31T12:21:00Z,NA,NA,STER_032.21.2019-05-31T06:21-06:00[US/Mountain],10,5,73,62,agriculture/rural,14,0,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141731Z,RELEASE-2021
df4cea4c-6893-47b8-975c-792c82259f66,STER_026.basePlot.brd,D10,STER,STER_026,distributed,21,cultivatedCrops,40.474713,-103.0243,WGS84,20.2,1360.8,0.3,2019-05-31T12:54:00Z,NA,NA,STER_026.21.2019-05-31T06:54-06:00[US/Mountain],10,5,73,62,agriculture/rural,13,5,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141731Z,RELEASE-2021
5a16f162-ea17-4ba1-bd97-e57ad242decf,STER_028.basePlot.brd,D10,STER,STER_028,distributed,21,cultivatedCrops,40.473273,-103.018333,WGS84,20.2,1359.6,0.3,2019-05-31T13:17:00Z,NA,NA,STER_028.21.2019-05-31T07:17-06:00[US/Mountain],10,5,73,62,agriculture/rural,16,9,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141731Z,RELEASE-2021
5304014d-2505-4d7b-b5b4-78161b32270b,STER_035.basePlot.brd,D10,STER,STER_035,distributed,21,cultivatedCrops,40.469719,-103.016662,WGS84,20.1,1362.2,0.1,2019-05-31T14:14:00Z,NA,NA,STER_035.21.2019-05-31T08:14-06:00[US/Mountain],10,5,73,62,agriculture/rural,17,9,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141731Z,RELEASE-2021
c47fb179-ff22-4f65-93a1-2cbd69f9a31a,STER_029.basePlot.brd,D10,STER,STER_029,distributed,21,cultivatedCrops,40.468561,-103.011749,WGS84,20.1,1353.3,0.3,2019-05-31T14:32:00Z,NA,NA,STER_029.21.2019-05-31T08:32-06:00[US/Mountain],NA,NA,NA,NA,agriculture/rural,20,7,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141731Z,RELEASE-2021
9a61aebf-7bf1-4267-8906-30a935cde37e,STER_033.basePlot.brd,D10,STER,STER_033,distributed,21,cultivatedCrops,40.47639,-103.011866,WGS84,20.1,1356.6,0.2,2019-05-31T15:05:00Z,NA,NA,STER_033.21.2019-05-31T09:05-06:00[US/Mountain],10,5,73,62,agriculture/rural,19,7,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141731Z,RELEASE-2021
a611b4ed-72cf-4c6a-981c-735c371a7371,STER_027.basePlot.brd,D10,STER,STER_027,distributed,21,cultivatedCrops,40.480827,-103.018821,WGS84,20.1,1368.4,0.3,2019-05-31T15:32:00Z,NA,NA,STER_027.21.2019-05-31T09:32-06:00[US/Mountain],10,5,73,62,agriculture/rural,23,11,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141731Z,RELEASE-2021
c682d9df-dd28-412d-8c3a-c18d73d39249,STER_027.basePlot.brd,D10,STER,STER_027,distributed,21,cultivatedCrops,40.480827,-103.018821,WGS84,20.1,1368.4,0.3,2019-06-01T11:23:00Z,NA,NA,STER_027.21.2019-06-01T05:23-06:00[US/Mountain],1,1,62,40,agriculture/rural,11,6,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141743Z,RELEASE-2021
e8f0b8bf-e69e-4235-afea-1919f7418a2c,STER_033.basePlot.brd,D10,STER,STER_033,distributed,21,cultivatedCrops,40.47639,-103.011866,WGS84,20.1,1356.6,0.2,2019-06-01T11:50:00Z,NA,NA,STER_033.21.2019-06-01T05:50-06:00[US/Mountain],1,1,62,40,agriculture/rural,12,5,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141743Z,RELEASE-2021
c80c2f23-7d87-4d0b-98e6-7d3b33a1e32b,STER_029.basePlot.brd,D10,STER,STER_029,distributed,21,cultivatedCrops,40.468561,-103.011749,WGS84,20.1,1353.3,0.3,2019-06-01T12:22:00Z,NA,NA,STER_029.21.2019-06-01T06:22-06:00[US/Mountain],1,1,62,40,agriculture/rural,13,7,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141743Z,RELEASE-2021
5d87a6e1-2eb9-42da-9d48-ac95985b01be,STER_035.basePlot.brd,D10,STER,STER_035,distributed,21,cultivatedCrops,40.469719,-103.016662,WGS84,20.1,1362.2,0.1,2019-06-01T12:45:00Z,NA,NA,STER_035.21.2019-06-01T06:45-06:00[US/Mountain],1,1,62,40,agriculture/rural,15,6,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141743Z,RELEASE-2021
54fa2f7a-c0f5-4fa8-aa30-f0330346b35e,STER_032.basePlot.brd,D10,STER,STER_032,distributed,21,cultivatedCrops,40.472029,-103.025102,WGS84,20.1,1362.6,0.1,2019-06-01T13:13:00Z,NA,NA,STER_032.21.2019-06-01T07:13-06:00[US/Mountain],1,1,62,40,agriculture/rural,17,8,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141743Z,RELEASE-2021
e50bc1fa-a5c9-4f70-a751-04b23f657130,STER_028.basePlot.brd,D10,STER,STER_028,distributed,21,cultivatedCrops,40.473273,-103.018333,WGS84,20.2,1359.6,0.3,2019-06-01T13:33:00Z,NA,NA,STER_028.21.2019-06-01T07:33-06:00[US/Mountain],1,1,62,40,agriculture/rural,15,9,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141743Z,RELEASE-2021
f1eaffd2-dd11-46bd-89f5-c66e102692dd,STER_026.basePlot.brd,D10,STER,STER_026,distributed,21,cultivatedCrops,40.474713,-103.0243,WGS84,20.2,1360.8,0.3,2019-06-01T13:54:00Z,NA,NA,STER_026.21.2019-06-01T07:54-06:00[US/Mountain],1,1,62,40,agriculture/rural,19,7,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141743Z,RELEASE-2021
c3732421-2e39-4f06-8bd1-9b2e2679fc8a,STER_006.basePlot.brd,D10,STER,STER_006,distributed,21,cultivatedCrops,40.463935,-103.035332,WGS84,20.1,1361.2,0.1,2019-06-01T14:31:00Z,NA,NA,STER_006.21.2019-06-01T08:31-06:00[US/Mountain],1,1,62,40,agriculture/rural,21,4,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141743Z,RELEASE-2021
5d5c05ed-2ddd-40ba-865b-2966c231831c,STER_005.basePlot.brd,D10,STER,STER_005,distributed,21,cultivatedCrops,40.460659,-103.033324,WGS84,20.1,1363.6,0.1,2019-06-01T14:47:00Z,NA,NA,STER_005.21.2019-06-01T08:47-06:00[US/Mountain],1,1,62,40,agriculture/rural,22,4,Bird Conservancy of the Rockies,NEON.DOC.014041vJ,NA,LDERD,20201223T141743Z,RELEASE-2021
