uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,publicationDate,release
0904be12-3834-4bcf-946d-bf84960278a9,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],5,Y,CARW,Thryothorus ludovicianus,species,Carolina Wren,61,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
04ac4d14-ed0f-4ba8-b944-e979bfcac2eb,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,SCTA,Piranga olivacea,species,Scarlet Tanager,17,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
2c787c9f-b12a-4c55-bc8d-6abf44586ec9,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,OVEN,Seiurus aurocapilla,species,Ovenbird,32,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
70e01d75-e636-4b2f-9d66-eb1a2c2b57d4,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,AMCR,Corvus brachyrhynchos,species,American Crow,142,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
47333f14-c4ec-4fe5-8f6f-cf68af2cafc8,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],6,Y,RBWO,Melanerpes carolinus,species,Red-bellied Woodpecker,75,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
880afd3d-34d4-457e-85ce-b8eb4587f3c5,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],2,Y,HOWA,Setophaga citrina,species,Hooded Warbler,33,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
08e4b088-ca89-4159-99fc-b1269fb6b0ff,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,WOTH,Hylocichla mustelina,species,Wood Thrush,31,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
4f9f8b62-ef14-46ae-ba46-bc5a8bcd3dac,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],88,Y,WITU,Meleagris gallopavo,species,Wild Turkey,NA,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
393efc09-f8d5-4a81-97f2-8aa9bdb6108a,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,ACFL,Empidonax virescens,species,Acadian Flycatcher,21,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
1662966c-51fd-47ff-bb3c-ae83654c3837,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],4,Y,EAWP,Contopus virens,species,Eastern Wood-Pewee,42,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
f83a08e5-904f-4549-9bd7-08a9ea1a0427,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],4,Y,BHCO,Molothrus ater,species,Brown-headed Cowbird,37,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
9b913ce3-f9ea-4f30-a2b5-fc5e3400ab53,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,SCTA,Piranga olivacea,species,Scarlet Tanager,68,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
46443a2c-12e5-42ad-b293-c44fb012ffcf,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,TUTI,Baeolophus bicolor,species,Tufted Titmouse,43,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
f2d1db71-cfad-4c30-a183-23777f680119,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,OVEN,Seiurus aurocapilla,species,Ovenbird,25,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
df28ee26-3dc5-46f6-968e-68b733afc019,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],5,Y,CARW,Thryothorus ludovicianus,species,Carolina Wren,34,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
103a13a9-7114-4786-8edb-3882ec7c9621,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,HOWA,Setophaga citrina,species,Hooded Warbler,33,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
39d586fb-49cd-48d2-93e0-7bf65384c67d,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,NOCA,Cardinalis cardinalis,species,Northern Cardinal,54,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
c996c47a-fca0-4b87-b72c-4d3a3a3727f7,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,OVEN,Seiurus aurocapilla,species,Ovenbird,37,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
8536ed79-6166-4dcd-b4e3-61dcbd301754,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],3,Y,NOCA,Cardinalis cardinalis,species,Northern Cardinal,35,singing,No,Unknown,2,NA,TBELL,20201223T142007Z,RELEASE-2021
34d33e21-1097-44ca-b7ab-2dc82f963159,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],2,Y,ACFL,Empidonax virescens,species,Acadian Flycatcher,21,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
a70ce42a-abe6-486d-a7a0-b46204f8715a,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,HOWA,Setophaga citrina,species,Hooded Warbler,87,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
b9583ec5-7ab7-4111-b616-77e797a29bfb,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],4,Y,OVEN,Seiurus aurocapilla,species,Ovenbird,54,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
f0dbc726-8475-4642-b015-16d620a86ab9,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],2,Y,WOTH,Hylocichla mustelina,species,Wood Thrush,48,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
f2a7294f-7020-43ca-a028-37032459e4ed,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,RBWO,Melanerpes carolinus,species,Red-bellied Woodpecker,70,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
e634de60-9fee-48e7-9672-4849c24751dc,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],2,Y,REVI,Vireo olivaceus,species,Red-eyed Vireo,27,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
f55355ad-d91e-434d-9803-05e067cf2f94,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,WOTH,Hylocichla mustelina,species,Wood Thrush,30,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
1ba8d9aa-b84a-49e0-8455-412b4a2b0467,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],3,Y,ACFL,Empidonax virescens,species,Acadian Flycatcher,45,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
66bd0bca-d0f7-4d66-83de-958a0e06eb70,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],6,Y,BWWA,Vermivora cyanoptera,species,Blue-winged Warbler,55,visual,Yes,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
fe85ef2f-596d-47de-b966-05021388473e,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,NOCA,Cardinalis cardinalis,species,Northern Cardinal,19,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
e6b3e86b-93c4-4e75-a787-0d28f371d53d,SERC_010.basePlot.brd,D02,SERC,SERC_010,distributed,21,2018-05-15T10:20:00Z,SERC_010.21.2018-05-15T06:20-04:00[US/Eastern],1,Y,CARW,Thryothorus ludovicianus,species,Carolina Wren,69,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
0bbc8301-f4c4-46ef-b787-1ff917aa4f9a,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,EATO,Pipilo erythrophthalmus,species,Eastern Towhee,18,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
b97ff823-1a18-46a0-8d2a-f1f60af67c2c,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,DOWO,Picoides pubescens,species,Downy Woodpecker,90,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
df492547-ac07-4888-8461-6944894e4bb7,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],2,Y,EAWP,Contopus virens,species,Eastern Wood-Pewee,89,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
3e46d832-bffc-4f20-bc34-4dad19b484cb,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],6,Y,SCTA,Piranga olivacea,species,Scarlet Tanager,73,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
ac37f607-d3cd-4968-b95d-8ebd768e0e96,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,RBWO,Melanerpes carolinus,species,Red-bellied Woodpecker,45,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
f005c345-2004-4120-a7f2-23e0b73d5e21,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],2,Y,YTVI,Vireo flavifrons,species,Yellow-throated Vireo,6,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
a11f4b4f-dab8-420e-862a-3a2781c03e59,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,CARW,Thryothorus ludovicianus,species,Carolina Wren,68,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
f91d6c48-7ecb-44ad-b687-d3a3b746ae02,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,CARW,Thryothorus ludovicianus,species,Carolina Wren,91,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
d63468e5-2cee-418e-b357-992d3720ca1a,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,NOCA,Cardinalis cardinalis,species,Northern Cardinal,12,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
7b17c177-d4eb-4005-a37e-f62a7747e15a,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],2,Y,COYE,Geothlypis trichas,species,Common Yellowthroat,27,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
0c571e49-30f6-44af-81cc-1cb9a68976f9,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],4,Y,REVI,Vireo olivaceus,species,Red-eyed Vireo,26,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
b4eefa7b-6664-4b33-a4e1-2476b9ec4b16,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,NOCA,Cardinalis cardinalis,species,Northern Cardinal,79,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
238c7648-e9a2-443c-a016-d7251f68f0dc,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],5,Y,HAWO,Picoides villosus,species,Hairy Woodpecker,10,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
7c856fb4-5d11-4fc9-bb63-404fb1c156da,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],5,Y,INBU,Passerina cyanea,species,Indigo Bunting,53,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
a090802c-cda2-48a8-896d-42fffcce24f4,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,WEVI,Vireo griseus,species,White-eyed Vireo,19,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
82d0cda0-2962-413a-85d1-c01e6df3106f,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],2,Y,CHSP,Spizella passerina,species,Chipping Sparrow,136,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
1942d62a-4c46-4323-a435-c8c6c48a32f8,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,AMCR,Corvus brachyrhynchos,species,American Crow,NA,flyover,Yes,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
af371cc9-276e-4bc1-ae32-04a09bb034cb,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],6,Y,BGGN,Polioptila caerulea,species,Blue-gray Gnatcatcher,22,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
89f89eef-9bf9-417d-9695-7fb95cafce80,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],3,Y,GCFL,Myiarchus crinitus,species,Great Crested Flycatcher,25,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
ab887204-85e2-4dd0-8281-87c1bdd3eeb9,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],6,Y,BARS,Hirundo rustica,species,Barn Swallow,135,visual,Yes,Unknown,2,NA,TBELL,20201223T142007Z,RELEASE-2021
dc516863-b143-41b3-8ffd-c96f0188656b,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],2,Y,EAKI,Tyrannus tyrannus,species,Eastern Kingbird,137,singing,Yes,Unknown,5,NA,TBELL,20201223T142007Z,RELEASE-2021
85f4d581-85ce-4384-a468-7feff8c97ea2,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],6,Y,EABL,Sialia sialis,species,Eastern Bluebird,25,visual,Yes,Male,1,NA,TBELL,20201223T142007Z,RELEASE-2021
ce467d85-b776-4c1d-960a-924ba1628ec5,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],4,Y,AMRE,Setophaga ruticilla,species,American Redstart,79,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
bab780bc-37ee-46e7-9702-72bb2b18fba5,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],5,Y,RBWO,Melanerpes carolinus,species,Red-bellied Woodpecker,50,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
1a174da0-b883-4c40-95e4-a2e186823284,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],5,Y,OROR,Icterus spurius,species,Orchard Oriole,54,singing,Yes,Male,1,NA,TBELL,20201223T142007Z,RELEASE-2021
0bdf720d-910d-43d3-8f17-ca296e01cfa6,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],2,Y,MODO,Zenaida macroura,species,Mourning Dove,160,visual,Yes,Unknown,8,NA,TBELL,20201223T142007Z,RELEASE-2021
a24500e2-56c4-4bde-ab8a-04f2e9e8f4a0,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],2,Y,INBU,Passerina cyanea,species,Indigo Bunting,2,visual,Yes,Male,1,NA,TBELL,20201223T142007Z,RELEASE-2021
7bd86544-f9e4-46cd-abfe-e3027c66e3ba,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],6,Y,EABL,Sialia sialis,species,Eastern Bluebird,25,visual,Yes,Male,1,NA,TBELL,20201223T142007Z,RELEASE-2021
5f36d77a-62e5-43cb-b3b8-16ca78d9718c,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,BHCO,Molothrus ater,species,Brown-headed Cowbird,24,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
f6338319-80b9-4370-976d-fd0c5d15cc99,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],3,Y,TUVU,Cathartes aura,species,Turkey Vulture,144,flyover,Yes,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
73ae3c4c-7c6f-4656-a4d4-c1ad9cf16a81,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],88,Y,NOMO,Mimus polyglottos,species,Northern Mockingbird,NA,visual,Yes,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
055220cf-ecc4-455a-8580-17040d8b0c17,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],88,Y,RTHA,Buteo jamaicensis,species,Red-tailed Hawk,NA,visual,Yes,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
e3547a86-a24d-41e7-baa9-f30f10c64b3e,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,CHSP,Spizella passerina,species,Chipping Sparrow,85,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
8befc597-0f3c-430b-bfea-4c80c64f8117,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,INBU,Passerina cyanea,species,Indigo Bunting,166,singing,Yes,Male,1,NA,TBELL,20201223T142007Z,RELEASE-2021
f9ec0e66-6543-47e8-85b3-8c58bd3d1e05,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],5,Y,AMGO,Spinus tristis,species,American Goldfinch,22,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
340cf7b9-f7c1-4069-9860-47601058366b,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],6,Y,CHSP,Spizella passerina,species,Chipping Sparrow,3,visual,Yes,Unknown,2,NA,TBELL,20201223T142007Z,RELEASE-2021
4c227669-c35e-4cb2-ba47-1302ca0699c5,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],5,Y,RWBL,Agelaius phoeniceus,species,Red-winged Blackbird,NA,flyover,Yes,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
06e79e5d-c082-4dab-b96c-1812abe5a28c,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],1,Y,REVI,Vireo olivaceus,species,Red-eyed Vireo,186,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
4f681014-7507-430f-bcec-2f9bb0ba0833,SERC_018.basePlot.brd,D02,SERC,SERC_018,distributed,21,2018-05-15T10:53:00Z,SERC_018.21.2018-05-15T06:53-04:00[US/Eastern],88,Y,EUST,Sturnus vulgaris,species,European Starling,NA,visual,Yes,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
6c0d7e82-950c-45f6-94c6-f8b88ec2d006,SERC_017.basePlot.brd,D02,SERC,SERC_017,distributed,21,2018-05-15T11:20:00Z,SERC_017.21.2018-05-15T07:20-04:00[US/Eastern],1,Y,YBCU,Coccyzus americanus,species,Yellow-billed Cuckoo,26,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
8d446b6d-872a-4aeb-b95c-b7ba81145b00,SERC_017.basePlot.brd,D02,SERC,SERC_017,distributed,21,2018-05-15T11:20:00Z,SERC_017.21.2018-05-15T07:20-04:00[US/Eastern],1,Y,INBU,Passerina cyanea,species,Indigo Bunting,125,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
b500431e-aeec-4664-a36b-f672a4676f90,SERC_017.basePlot.brd,D02,SERC,SERC_017,distributed,21,2018-05-15T11:20:00Z,SERC_017.21.2018-05-15T07:20-04:00[US/Eastern],4,Y,RBWO,Melanerpes carolinus,species,Red-bellied Woodpecker,87,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
0cb85126-90dc-4dba-b69c-9302f72d7830,SERC_017.basePlot.brd,D02,SERC,SERC_017,distributed,21,2018-05-15T11:20:00Z,SERC_017.21.2018-05-15T07:20-04:00[US/Eastern],2,Y,NOCA,Cardinalis cardinalis,species,Northern Cardinal,45,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
5c365152-8473-438f-b8b7-2708814de930,SERC_017.basePlot.brd,D02,SERC,SERC_017,distributed,21,2018-05-15T11:20:00Z,SERC_017.21.2018-05-15T07:20-04:00[US/Eastern],3,Y,NOCA,Cardinalis cardinalis,species,Northern Cardinal,15,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
53de5ab6-5dae-44e3-ace2-032e170ea919,SERC_017.basePlot.brd,D02,SERC,SERC_017,distributed,21,2018-05-15T11:20:00Z,SERC_017.21.2018-05-15T07:20-04:00[US/Eastern],6,Y,WEWA,Helmitheros vermivorum,species,Worm-eating Warbler,54,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
49e6d449-23a3-43a8-87e7-b5d8051a82e2,SERC_017.basePlot.brd,D02,SERC,SERC_017,distributed,21,2018-05-15T11:20:00Z,SERC_017.21.2018-05-15T07:20-04:00[US/Eastern],1,Y,BLJA,Cyanocitta cristata,species,Blue Jay,20,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
0880bfb4-fcba-4499-a99a-781a7a0498af,SERC_017.basePlot.brd,D02,SERC,SERC_017,distributed,21,2018-05-15T11:20:00Z,SERC_017.21.2018-05-15T07:20-04:00[US/Eastern],4,Y,CANG,Branta canadensis,species,Canada Goose,35,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
4d5de65f-83bc-44bb-97d5-3a1fb0b15ffd,SERC_017.basePlot.brd,D02,SERC,SERC_017,distributed,21,2018-05-15T11:20:00Z,SERC_017.21.2018-05-15T07:20-04:00[US/Eastern],1,Y,YTVI,Vireo flavifrons,species,Yellow-throated Vireo,14,singing,No,Unknown,1,NA,TBELL,20201223T142007Z,RELEASE-2021
